method,year_month,q,q_label,estimate,lower_95,upper_95,accepted_event_species,diversity,method_label,method_class,result_type
Audio_only,2023-12,0,q = 0: Richness,29,24,33,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2023-12,1,q = 1: Exponential Shannon,10.696950164096592,8.71323556246573,12.717895150996917,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2023-12,2,q = 2: Inverse Simpson,4.921823564960819,4.059043441491799,6.03736875527478,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-01,0,q = 0: Richness,28,23,32,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-01,1,q = 1: Exponential Shannon,10.838544606090764,9.520206499465623,12.389478189496131,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-01,2,q = 2: Inverse Simpson,6.619748705067215,5.825448585116414,7.564935172187051,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-02,0,q = 0: Richness,53,45.34166666666667,60,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-02,1,q = 1: Exponential Shannon,9.23887075448593,8.183885720439974,10.418548112055152,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-02,2,q = 2: Inverse Simpson,4.236322375733461,3.7927694079967553,4.8407915288824,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-03,0,q = 0: Richness,72,65,79,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-03,1,q = 1: Exponential Shannon,10.472128623257355,9.6461492677275,11.325905220769297,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-03,2,q = 2: Inverse Simpson,6.263432727149076,5.803526099369918,6.827829245704014,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-04,0,q = 0: Richness,59,52,66,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-04,1,q = 1: Exponential Shannon,7.7916379451460145,7.117786566493471,8.528225285908958,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Audio_only,2024-04,2,q = 2: Inverse Simpson,4.673290141008515,4.401081196882228,5.004840207353665,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo
Naive,2021-12,0,q = 0: Richness,39,39,39,355,39,Naive: all candidates,Deterministic,Point estimate
Naive,2021-12,1,q = 1: Exponential Shannon,11.994974888280455,11.994974888280455,11.994974888280455,355,11.994974888280455,Naive: all candidates,Deterministic,Point estimate
Naive,2021-12,2,q = 2: Inverse Simpson,5.903639855717431,5.903639855717431,5.903639855717431,355,5.903639855717431,Naive: all candidates,Deterministic,Point estimate
Naive,2022-01,0,q = 0: Richness,69,69,69,1306,69,Naive: all candidates,Deterministic,Point estimate
Naive,2022-01,1,q = 1: Exponential Shannon,12.707993179994684,12.707993179994684,12.707993179994684,1306,12.707993179994684,Naive: all candidates,Deterministic,Point estimate
Naive,2022-01,2,q = 2: Inverse Simpson,5.669427750890816,5.669427750890816,5.669427750890816,1306,5.669427750890816,Naive: all candidates,Deterministic,Point estimate
Naive,2022-02,0,q = 0: Richness,65,65,65,973,65,Naive: all candidates,Deterministic,Point estimate
Naive,2022-02,1,q = 1: Exponential Shannon,17.906760024012613,17.906760024012613,17.906760024012613,973,17.906760024012613,Naive: all candidates,Deterministic,Point estimate
Naive,2022-02,2,q = 2: Inverse Simpson,9.183608338426021,9.183608338426021,9.183608338426021,973,9.183608338426021,Naive: all candidates,Deterministic,Point estimate
Naive,2022-08,0,q = 0: Richness,43,43,43,291,43,Naive: all candidates,Deterministic,Point estimate
Naive,2022-08,1,q = 1: Exponential Shannon,19.476299716498836,19.476299716498836,19.476299716498836,291,19.476299716498836,Naive: all candidates,Deterministic,Point estimate
Naive,2022-08,2,q = 2: Inverse Simpson,12.023427516683233,12.023427516683233,12.023427516683233,291,12.023427516683233,Naive: all candidates,Deterministic,Point estimate
Naive,2022-09,0,q = 0: Richness,105,105,105,4634,105,Naive: all candidates,Deterministic,Point estimate
Naive,2022-09,1,q = 1: Exponential Shannon,11.977261303388325,11.977261303388325,11.977261303388325,4634,11.977261303388325,Naive: all candidates,Deterministic,Point estimate
Naive,2022-09,2,q = 2: Inverse Simpson,5.916123881254108,5.916123881254108,5.916123881254108,4634,5.916123881254108,Naive: all candidates,Deterministic,Point estimate
Naive,2022-10,0,q = 0: Richness,102,102,102,4374,102,Naive: all candidates,Deterministic,Point estimate
Naive,2022-10,1,q = 1: Exponential Shannon,10.996926366221622,10.996926366221622,10.996926366221622,4374,10.996926366221622,Naive: all candidates,Deterministic,Point estimate
Naive,2022-10,2,q = 2: Inverse Simpson,5.236751878941892,5.236751878941892,5.236751878941892,4374,5.236751878941892,Naive: all candidates,Deterministic,Point estimate
Naive,2022-11,0,q = 0: Richness,80,80,80,3401,80,Naive: all candidates,Deterministic,Point estimate
Naive,2022-11,1,q = 1: Exponential Shannon,10.41567459003267,10.41567459003267,10.41567459003267,3401,10.41567459003267,Naive: all candidates,Deterministic,Point estimate
Naive,2022-11,2,q = 2: Inverse Simpson,4.537326003087176,4.537326003087176,4.537326003087176,3401,4.537326003087176,Naive: all candidates,Deterministic,Point estimate
Naive,2022-12,0,q = 0: Richness,66,66,66,1338,66,Naive: all candidates,Deterministic,Point estimate
Naive,2022-12,1,q = 1: Exponential Shannon,10.4288483269954,10.4288483269954,10.4288483269954,1338,10.4288483269954,Naive: all candidates,Deterministic,Point estimate
Naive,2022-12,2,q = 2: Inverse Simpson,4.475878552713162,4.475878552713162,4.475878552713162,1338,4.475878552713162,Naive: all candidates,Deterministic,Point estimate
Naive,2023-01,0,q = 0: Richness,66,66,66,1449,66,Naive: all candidates,Deterministic,Point estimate
Naive,2023-01,1,q = 1: Exponential Shannon,10.515582486768363,10.515582486768363,10.515582486768363,1449,10.515582486768363,Naive: all candidates,Deterministic,Point estimate
Naive,2023-01,2,q = 2: Inverse Simpson,4.737206547612333,4.737206547612333,4.737206547612333,1449,4.737206547612333,Naive: all candidates,Deterministic,Point estimate
Naive,2023-02,0,q = 0: Richness,92,92,92,3990,92,Naive: all candidates,Deterministic,Point estimate
Naive,2023-02,1,q = 1: Exponential Shannon,10.150490984612787,10.150490984612787,10.150490984612787,3990,10.150490984612787,Naive: all candidates,Deterministic,Point estimate
Naive,2023-02,2,q = 2: Inverse Simpson,4.354991987631025,4.354991987631025,4.354991987631025,3990,4.354991987631025,Naive: all candidates,Deterministic,Point estimate
Naive,2023-03,0,q = 0: Richness,111,111,111,6760,111,Naive: all candidates,Deterministic,Point estimate
Naive,2023-03,1,q = 1: Exponential Shannon,12.402828521623467,12.402828521623467,12.402828521623467,6760,12.402828521623467,Naive: all candidates,Deterministic,Point estimate
Naive,2023-03,2,q = 2: Inverse Simpson,5.9772647960115295,5.9772647960115295,5.9772647960115295,6760,5.9772647960115295,Naive: all candidates,Deterministic,Point estimate
Naive,2023-04,0,q = 0: Richness,130,130,130,6639,130,Naive: all candidates,Deterministic,Point estimate
Naive,2023-04,1,q = 1: Exponential Shannon,18.278569629930175,18.278569629930175,18.278569629930175,6639,18.278569629930175,Naive: all candidates,Deterministic,Point estimate
Naive,2023-04,2,q = 2: Inverse Simpson,9.483487822232588,9.483487822232588,9.483487822232588,6639,9.483487822232588,Naive: all candidates,Deterministic,Point estimate
Naive,2023-05,0,q = 0: Richness,131,131,131,8285,131,Naive: all candidates,Deterministic,Point estimate
Naive,2023-05,1,q = 1: Exponential Shannon,14.933083737296402,14.933083737296402,14.933083737296402,8285,14.933083737296402,Naive: all candidates,Deterministic,Point estimate
Naive,2023-05,2,q = 2: Inverse Simpson,7.462882228056784,7.462882228056784,7.462882228056784,8285,7.462882228056784,Naive: all candidates,Deterministic,Point estimate
Naive,2023-06,0,q = 0: Richness,122,122,122,7598,122,Naive: all candidates,Deterministic,Point estimate
Naive,2023-06,1,q = 1: Exponential Shannon,11.489240733415311,11.489240733415311,11.489240733415311,7598,11.489240733415311,Naive: all candidates,Deterministic,Point estimate
Naive,2023-06,2,q = 2: Inverse Simpson,5.0943600555662325,5.0943600555662325,5.0943600555662325,7598,5.0943600555662325,Naive: all candidates,Deterministic,Point estimate
Naive,2023-07,0,q = 0: Richness,94,94,94,2092,94,Naive: all candidates,Deterministic,Point estimate
Naive,2023-07,1,q = 1: Exponential Shannon,19.829141584129882,19.829141584129882,19.829141584129882,2092,19.829141584129882,Naive: all candidates,Deterministic,Point estimate
Naive,2023-07,2,q = 2: Inverse Simpson,8.170105363770098,8.170105363770098,8.170105363770098,2092,8.170105363770098,Naive: all candidates,Deterministic,Point estimate
Naive,2023-08,0,q = 0: Richness,33,33,33,230,33,Naive: all candidates,Deterministic,Point estimate
Naive,2023-08,1,q = 1: Exponential Shannon,17.643997837260855,17.643997837260855,17.643997837260855,230,17.643997837260855,Naive: all candidates,Deterministic,Point estimate
Naive,2023-08,2,q = 2: Inverse Simpson,11.520034843205577,11.520034843205577,11.520034843205577,230,11.520034843205577,Naive: all candidates,Deterministic,Point estimate
Naive,2023-10,0,q = 0: Richness,56,56,56,641,56,Naive: all candidates,Deterministic,Point estimate
Naive,2023-10,1,q = 1: Exponential Shannon,18.652365011194217,18.652365011194217,18.652365011194217,641,18.652365011194217,Naive: all candidates,Deterministic,Point estimate
Naive,2023-10,2,q = 2: Inverse Simpson,10.11150486034207,10.11150486034207,10.11150486034207,641,10.11150486034207,Naive: all candidates,Deterministic,Point estimate
Naive,2023-11,0,q = 0: Richness,57,57,57,475,57,Naive: all candidates,Deterministic,Point estimate
Naive,2023-11,1,q = 1: Exponential Shannon,25.30351620002977,25.30351620002977,25.30351620002977,475,25.30351620002977,Naive: all candidates,Deterministic,Point estimate
Naive,2023-11,2,q = 2: Inverse Simpson,15.125360327143529,15.125360327143529,15.125360327143529,475,15.125360327143529,Naive: all candidates,Deterministic,Point estimate
Naive,2023-12,0,q = 0: Richness,42,42,42,270,42,Naive: all candidates,Deterministic,Point estimate
Naive,2023-12,1,q = 1: Exponential Shannon,17.94518276097346,17.94518276097346,17.94518276097346,270,17.94518276097346,Naive: all candidates,Deterministic,Point estimate
Naive,2023-12,2,q = 2: Inverse Simpson,8.470834301650012,8.470834301650012,8.470834301650012,270,8.470834301650012,Naive: all candidates,Deterministic,Point estimate
Naive,2024-01,0,q = 0: Richness,42,42,42,378,42,Naive: all candidates,Deterministic,Point estimate
Naive,2024-01,1,q = 1: Exponential Shannon,15.338531758234701,15.338531758234701,15.338531758234701,378,15.338531758234701,Naive: all candidates,Deterministic,Point estimate
Naive,2024-01,2,q = 2: Inverse Simpson,8.597111913357402,8.597111913357402,8.597111913357402,378,8.597111913357402,Naive: all candidates,Deterministic,Point estimate
Naive,2024-02,0,q = 0: Richness,82,82,82,1706,82,Naive: all candidates,Deterministic,Point estimate
Naive,2024-02,1,q = 1: Exponential Shannon,13.876706841238326,13.876706841238326,13.876706841238326,1706,13.876706841238326,Naive: all candidates,Deterministic,Point estimate
Naive,2024-02,2,q = 2: Inverse Simpson,5.455833117757108,5.455833117757108,5.455833117757108,1706,5.455833117757108,Naive: all candidates,Deterministic,Point estimate
Naive,2024-03,0,q = 0: Richness,107,107,107,4747,107,Naive: all candidates,Deterministic,Point estimate
Naive,2024-03,1,q = 1: Exponential Shannon,14.217588830315306,14.217588830315306,14.217588830315306,4747,14.217588830315306,Naive: all candidates,Deterministic,Point estimate
Naive,2024-03,2,q = 2: Inverse Simpson,7.455097562355445,7.455097562355445,7.455097562355445,4747,7.455097562355445,Naive: all candidates,Deterministic,Point estimate
Naive,2024-04,0,q = 0: Richness,85,85,85,3323,85,Naive: all candidates,Deterministic,Point estimate
Naive,2024-04,1,q = 1: Exponential Shannon,10.705265579999624,10.705265579999624,10.705265579999624,3323,10.705265579999624,Naive: all candidates,Deterministic,Point estimate
Naive,2024-04,2,q = 2: Inverse Simpson,5.5805499219949075,5.5805499219949075,5.5805499219949075,3323,5.5805499219949075,Naive: all candidates,Deterministic,Point estimate
Hard_top1,2021-12,0,q = 0: Richness,38,38,38,347,38,Hard top-1,Deterministic,Point estimate
Hard_top1,2021-12,1,q = 1: Exponential Shannon,11.411644182917064,11.411644182917064,11.411644182917064,347,11.411644182917064,Hard top-1,Deterministic,Point estimate
Hard_top1,2021-12,2,q = 2: Inverse Simpson,5.662308958382318,5.662308958382318,5.662308958382318,347,5.662308958382318,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-01,0,q = 0: Richness,64,64,64,1268,64,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-01,1,q = 1: Exponential Shannon,11.855715067346823,11.855715067346823,11.855715067346823,1268,11.855715067346823,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-01,2,q = 2: Inverse Simpson,5.378381090646346,5.378381090646346,5.378381090646346,1268,5.378381090646346,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-02,0,q = 0: Richness,65,65,65,956,65,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-02,1,q = 1: Exponential Shannon,17.30898465660856,17.30898465660856,17.30898465660856,956,17.30898465660856,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-02,2,q = 2: Inverse Simpson,8.924284737818573,8.924284737818573,8.924284737818573,956,8.924284737818573,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-08,0,q = 0: Richness,43,43,43,286,43,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-08,1,q = 1: Exponential Shannon,19.399850805820364,19.399850805820364,19.399850805820364,286,19.399850805820364,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-08,2,q = 2: Inverse Simpson,11.972482435597188,11.972482435597188,11.972482435597188,286,11.972482435597188,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-09,0,q = 0: Richness,104,104,104,4550,104,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-09,1,q = 1: Exponential Shannon,11.59203949875713,11.59203949875713,11.59203949875713,4550,11.59203949875713,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-09,2,q = 2: Inverse Simpson,5.770905437710738,5.770905437710738,5.770905437710738,4550,5.770905437710738,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-10,0,q = 0: Richness,101,101,101,4302,101,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-10,1,q = 1: Exponential Shannon,10.66039180783613,10.66039180783613,10.66039180783613,4302,10.66039180783613,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-10,2,q = 2: Inverse Simpson,5.120473534136392,5.120473534136392,5.120473534136392,4302,5.120473534136392,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-11,0,q = 0: Richness,78,78,78,3324,78,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-11,1,q = 1: Exponential Shannon,10.057110670668731,10.057110670668731,10.057110670668731,3324,10.057110670668731,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-11,2,q = 2: Inverse Simpson,4.406891501449424,4.406891501449424,4.406891501449424,3324,4.406891501449424,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-12,0,q = 0: Richness,65,65,65,1301,65,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-12,1,q = 1: Exponential Shannon,9.952630245482407,9.952630245482407,9.952630245482407,1301,9.952630245482407,Hard top-1,Deterministic,Point estimate
Hard_top1,2022-12,2,q = 2: Inverse Simpson,4.311447515557219,4.311447515557219,4.311447515557219,1301,4.311447515557219,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-01,0,q = 0: Richness,66,66,66,1414,66,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-01,1,q = 1: Exponential Shannon,10.038098996191483,10.038098996191483,10.038098996191483,1414,10.038098996191483,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-01,2,q = 2: Inverse Simpson,4.569630205238378,4.569630205238378,4.569630205238378,1414,4.569630205238378,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-02,0,q = 0: Richness,91,91,91,3897,91,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-02,1,q = 1: Exponential Shannon,9.702633240386524,9.702633240386524,9.702633240386524,3897,9.702633240386524,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-02,2,q = 2: Inverse Simpson,4.211236946479282,4.211236946479282,4.211236946479282,3897,4.211236946479282,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-03,0,q = 0: Richness,107,107,107,6628,107,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-03,1,q = 1: Exponential Shannon,11.966005936272772,11.966005936272772,11.966005936272772,6628,11.966005936272772,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-03,2,q = 2: Inverse Simpson,5.824467748004412,5.824467748004412,5.824467748004412,6628,5.824467748004412,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-04,0,q = 0: Richness,129,129,129,6514,129,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-04,1,q = 1: Exponential Shannon,17.87079074061237,17.87079074061237,17.87079074061237,6514,17.87079074061237,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-04,2,q = 2: Inverse Simpson,9.29739112448569,9.29739112448569,9.29739112448569,6514,9.29739112448569,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-05,0,q = 0: Richness,129,129,129,8128,129,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-05,1,q = 1: Exponential Shannon,14.439874031400036,14.439874031400036,14.439874031400036,8128,14.439874031400036,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-05,2,q = 2: Inverse Simpson,7.25752074671703,7.25752074671703,7.25752074671703,8128,7.25752074671703,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-06,0,q = 0: Richness,120,120,120,7428,120,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-06,1,q = 1: Exponential Shannon,11.248125323840688,11.248125323840688,11.248125323840688,7428,11.248125323840688,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-06,2,q = 2: Inverse Simpson,4.981494633004786,4.981494633004786,4.981494633004786,7428,4.981494633004786,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-07,0,q = 0: Richness,93,93,93,2051,93,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-07,1,q = 1: Exponential Shannon,19.118267145515723,19.118267145515723,19.118267145515723,2051,19.118267145515723,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-07,2,q = 2: Inverse Simpson,7.891199174600198,7.891199174600198,7.891199174600198,2051,7.891199174600198,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-08,0,q = 0: Richness,33,33,33,217,33,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-08,1,q = 1: Exponential Shannon,17.21848047403554,17.21848047403554,17.21848047403554,217,17.21848047403554,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-08,2,q = 2: Inverse Simpson,10.867528271405492,10.867528271405492,10.867528271405492,217,10.867528271405492,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-10,0,q = 0: Richness,55,55,55,623,55,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-10,1,q = 1: Exponential Shannon,17.98582963086394,17.98582963086394,17.98582963086394,623,17.98582963086394,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-10,2,q = 2: Inverse Simpson,9.67637306474533,9.67637306474533,9.67637306474533,623,9.67637306474533,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-11,0,q = 0: Richness,56,56,56,457,56,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-11,1,q = 1: Exponential Shannon,24.04480752672912,24.04480752672912,24.04480752672912,457,24.04480752672912,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-11,2,q = 2: Inverse Simpson,14.25687760256673,14.25687760256673,14.25687760256673,457,14.25687760256673,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-12,0,q = 0: Richness,41,41,41,255,41,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-12,1,q = 1: Exponential Shannon,16.877370627109237,16.877370627109237,16.877370627109237,255,16.877370627109237,Hard top-1,Deterministic,Point estimate
Hard_top1,2023-12,2,q = 2: Inverse Simpson,7.73830774723313,7.73830774723313,7.73830774723313,255,7.73830774723313,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-01,0,q = 0: Richness,42,42,42,373,42,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-01,1,q = 1: Exponential Shannon,15.295528365076258,15.295528365076258,15.295528365076258,373,15.295528365076258,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-01,2,q = 2: Inverse Simpson,8.590861376968201,8.590861376968201,8.590861376968201,373,8.590861376968201,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-02,0,q = 0: Richness,81,81,81,1674,81,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-02,1,q = 1: Exponential Shannon,13.367106261208312,13.367106261208312,13.367106261208312,1674,13.367106261208312,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-02,2,q = 2: Inverse Simpson,5.295206061865801,5.295206061865801,5.295206061865801,1674,5.295206061865801,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-03,0,q = 0: Richness,106,106,106,4701,106,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-03,1,q = 1: Exponential Shannon,13.903603179828718,13.903603179828718,13.903603179828718,4701,13.903603179828718,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-03,2,q = 2: Inverse Simpson,7.345998599236328,7.345998599236328,7.345998599236328,4701,7.345998599236328,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-04,0,q = 0: Richness,82,82,82,3291,82,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-04,1,q = 1: Exponential Shannon,10.410897774408863,10.410897774408863,10.410897774408863,3291,10.410897774408863,Hard top-1,Deterministic,Point estimate
Hard_top1,2024-04,2,q = 2: Inverse Simpson,5.498000183762782,5.498000183762782,5.498000183762782,3291,5.498000183762782,Hard top-1,Deterministic,Point estimate
Threshold_0.50,2021-12,0,q = 0: Richness,33,33,33,290,33,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2021-12,1,q = 1: Exponential Shannon,10.690183955603514,10.690183955603514,10.690183955603514,290,10.690183955603514,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2021-12,2,q = 2: Inverse Simpson,5.255593050868641,5.255593050868641,5.255593050868641,290,5.255593050868641,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-01,0,q = 0: Richness,58,58,58,1101,58,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-01,1,q = 1: Exponential Shannon,11.381917299466892,11.381917299466892,11.381917299466892,1101,11.381917299466892,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-01,2,q = 2: Inverse Simpson,5.143921037779485,5.143921037779485,5.143921037779485,1101,5.143921037779485,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-02,0,q = 0: Richness,62,62,62,799,62,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-02,1,q = 1: Exponential Shannon,15.797287974511068,15.797287974511068,15.797287974511068,799,15.797287974511068,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-02,2,q = 2: Inverse Simpson,8.02929228137695,8.02929228137695,8.02929228137695,799,8.02929228137695,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-08,0,q = 0: Richness,37,37,37,252,37,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-08,1,q = 1: Exponential Shannon,16.365305926868906,16.365305926868906,16.365305926868906,252,16.365305926868906,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-08,2,q = 2: Inverse Simpson,10.28904731043422,10.28904731043422,10.28904731043422,252,10.28904731043422,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-09,0,q = 0: Richness,90,90,90,4043,90,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-09,1,q = 1: Exponential Shannon,10.521751619529804,10.521751619529804,10.521751619529804,4043,10.521751619529804,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-09,2,q = 2: Inverse Simpson,5.451652904000862,5.451652904000862,5.451652904000862,4043,5.451652904000862,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-10,0,q = 0: Richness,88,88,88,3787,88,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-10,1,q = 1: Exponential Shannon,9.817330546374283,9.817330546374283,9.817330546374283,3787,9.817330546374283,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-10,2,q = 2: Inverse Simpson,4.901686477182504,4.901686477182504,4.901686477182504,3787,4.901686477182504,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-11,0,q = 0: Richness,70,70,70,2961,70,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-11,1,q = 1: Exponential Shannon,9.287254597930694,9.287254597930694,9.287254597930694,2961,9.287254597930694,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-11,2,q = 2: Inverse Simpson,4.180610026669057,4.180610026669057,4.180610026669057,2961,4.180610026669057,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-12,0,q = 0: Richness,63,63,63,1157,63,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-12,1,q = 1: Exponential Shannon,9.659052273880711,9.659052273880711,9.659052273880711,1157,9.659052273880711,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2022-12,2,q = 2: Inverse Simpson,4.177859962860665,4.177859962860665,4.177859962860665,1157,4.177859962860665,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-01,0,q = 0: Richness,59,59,59,1267,59,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-01,1,q = 1: Exponential Shannon,9.359135392123667,9.359135392123667,9.359135392123667,1267,9.359135392123667,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-01,2,q = 2: Inverse Simpson,4.37457318120008,4.37457318120008,4.37457318120008,1267,4.37457318120008,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-02,0,q = 0: Richness,84,84,84,3486,84,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-02,1,q = 1: Exponential Shannon,8.936318964505503,8.936318964505503,8.936318964505503,3486,8.936318964505503,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-02,2,q = 2: Inverse Simpson,4.0427865767811,4.0427865767811,4.0427865767811,3486,4.0427865767811,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-03,0,q = 0: Richness,97,97,97,5974,97,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-03,1,q = 1: Exponential Shannon,11.015351168424699,11.015351168424699,11.015351168424699,5974,11.015351168424699,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-03,2,q = 2: Inverse Simpson,5.513789620342421,5.513789620342421,5.513789620342421,5974,5.513789620342421,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-04,0,q = 0: Richness,116,116,116,5568,116,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-04,1,q = 1: Exponential Shannon,16.716422062518976,16.716422062518976,16.716422062518976,5568,16.716422062518976,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-04,2,q = 2: Inverse Simpson,8.727808328777428,8.727808328777428,8.727808328777428,5568,8.727808328777428,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-05,0,q = 0: Richness,118,118,118,7018,118,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-05,1,q = 1: Exponential Shannon,13.06299606330218,13.06299606330218,13.06299606330218,7018,13.06299606330218,Threshold >= 0.50,Deterministic,Point estimate
