method,weighting,q,q_label,component,component_label,estimate,lower_95,upper_95,n_months_used,method_label,method_class,result_type,reference_estimate,reference_lower_95,reference_upper_95,absolute_difference,percentage_difference
Threshold_0.70,abundance_weighted,2,q = 2: Inverse Simpson,alpha,Alpha,4.119422677706425,4.119422677706425,4.119422677706425,23,Threshold >= 0.70,Deterministic,Point estimate,4.528490793776457,4.282074521169717,4.768500657875413,-0.40906811607003135,-9.033210725132024
Threshold_0.70,abundance_weighted,2,q = 2: Inverse Simpson,gamma,Gamma,6.603721294549213,6.603721294549213,6.603721294549213,23,Threshold >= 0.70,Deterministic,Point estimate,7.300994171657835,6.8795350580402905,7.700285821034171,-0.6972728771086221,-9.55038260152853
Threshold_0.70,abundance_weighted,2,q = 2: Inverse Simpson,beta,Beta,1.603069607371772,1.603069607371772,1.603069607371772,23,Threshold >= 0.70,Deterministic,Point estimate,1.6121360412475216,1.578859179893109,1.641193723650042,-0.009066433875749569,-0.5623864018779456
Threshold_0.70,equal_month,0,q = 0: Richness,alpha,Alpha,40.78260869565217,40.78260869565217,40.78260869565217,23,Threshold >= 0.70,Deterministic,Point estimate,49.130434782608695,45.17391304347826,53.565217391304344,-8.347826086956523,-16.991150442477874
Threshold_0.70,equal_month,0,q = 0: Richness,gamma,Gamma,148,148,148,23,Threshold >= 0.70,Deterministic,Point estimate,158,146,171,-10,-6.329113924050633
Threshold_0.70,equal_month,0,q = 0: Richness,beta,Beta,3.628997867803838,3.628997867803838,3.628997867803838,23,Threshold >= 0.70,Deterministic,Point estimate,3.2185688753317576,3.007559591905509,3.4208988009161088,0.41042899247208053,12.751909571292774
Threshold_0.70,equal_month,1,q = 1: Exponential Shannon,alpha,Alpha,8.030046100999298,8.030046100999298,8.030046100999298,23,Threshold >= 0.70,Deterministic,Point estimate,8.795475448530865,8.089267838051015,9.46152788985623,-0.7654293475315672,-8.70253520700145
Threshold_0.70,equal_month,1,q = 1: Exponential Shannon,gamma,Gamma,14.284051230568721,14.284051230568721,14.284051230568721,23,Threshold >= 0.70,Deterministic,Point estimate,14.804727208050327,13.551244329964062,15.991237675223896,-0.5206759774816057,-3.5169575917513685
Threshold_0.70,equal_month,1,q = 1: Exponential Shannon,beta,Beta,1.778825557276831,1.778825557276831,1.778825557276831,23,Threshold >= 0.70,Deterministic,Point estimate,1.6834620768367494,1.6657846292562202,1.7028213091096434,0.09536348044008158,5.6647240084713335
Threshold_0.70,equal_month,2,q = 2: Inverse Simpson,alpha,Alpha,4.3021499308221,4.3021499308221,4.3021499308221,23,Threshold >= 0.70,Deterministic,Point estimate,4.711306722583864,4.414582779570715,5.004672524773394,-0.409156791761764,-8.684571305885314
Threshold_0.70,equal_month,2,q = 2: Inverse Simpson,gamma,Gamma,7.61991842561421,7.61991842561421,7.61991842561421,23,Threshold >= 0.70,Deterministic,Point estimate,8.173918140714456,7.652672076004251,8.709989254362242,-0.5539997151002458,-6.777651862461919
Threshold_0.70,equal_month,2,q = 2: Inverse Simpson,beta,Beta,1.7711884867197354,1.7711884867197354,1.7711884867197354,23,Threshold >= 0.70,Deterministic,Point estimate,1.7333042293693333,1.7104691757222477,1.7610049975805646,0.03788425735040213,2.1856669307376286
Threshold_0.90,abundance_weighted,0,q = 0: Richness,alpha,Alpha,22.598408043569332,22.598408043569332,22.598408043569332,23,Threshold >= 0.90,Deterministic,Point estimate,64.89273575716882,59.6376542253594,70.82358656683046,-42.294327713599486,-65.17575075254423
Threshold_0.90,abundance_weighted,0,q = 0: Richness,gamma,Gamma,65,65,65,23,Threshold >= 0.90,Deterministic,Point estimate,158,146,171,-93,-58.86075949367089
Threshold_0.90,abundance_weighted,0,q = 0: Richness,beta,Beta,2.876308803464436,2.876308803464436,2.876308803464436,23,Threshold >= 0.90,Deterministic,Point estimate,2.4348466587053883,2.2913519022235174,2.5900440640066766,0.4414621447590479,18.131003986664762
Threshold_0.90,abundance_weighted,1,q = 1: Exponential Shannon,alpha,Alpha,4.349722488054715,4.349722488054715,4.349722488054715,23,Threshold >= 0.90,Deterministic,Point estimate,8.357963561553692,7.7319852070856205,8.94231429926769,-4.0082410734989775,-47.957149417792756
Threshold_0.90,abundance_weighted,1,q = 1: Exponential Shannon,gamma,Gamma,6.928352970604713,6.928352970604713,6.928352970604713,23,Threshold >= 0.90,Deterministic,Point estimate,12.585331787444549,11.62457588208043,13.482007726076656,-5.656978816839835,-44.948984360375654
Threshold_0.90,abundance_weighted,1,q = 1: Exponential Shannon,beta,Beta,1.5928264365442806,1.5928264365442806,1.5928264365442806,23,Threshold >= 0.90,Deterministic,Point estimate,1.5059491845289892,1.4944891137745024,1.5168333280687012,0.0868772520152914,5.768936489212528
Threshold_0.90,abundance_weighted,2,q = 2: Inverse Simpson,alpha,Alpha,2.7631073891718017,2.7631073891718017,2.7631073891718017,23,Threshold >= 0.90,Deterministic,Point estimate,4.528490793776457,4.282074521169717,4.768500657875413,-1.765383404604655,-38.98392389426597
Threshold_0.90,abundance_weighted,2,q = 2: Inverse Simpson,gamma,Gamma,4.608240638268337,4.608240638268337,4.608240638268337,23,Threshold >= 0.90,Deterministic,Point estimate,7.300994171657835,6.8795350580402905,7.700285821034171,-2.6927535333894976,-36.882011820289605
Threshold_0.90,abundance_weighted,2,q = 2: Inverse Simpson,beta,Beta,1.6677747149196345,1.6677747149196345,1.6677747149196345,23,Threshold >= 0.90,Deterministic,Point estimate,1.6121360412475216,1.578859179893109,1.641193723650042,0.05563867367211284,3.4512393649519746
Threshold_0.90,equal_month,0,q = 0: Richness,alpha,Alpha,16.434782608695652,16.434782608695652,16.434782608695652,23,Threshold >= 0.90,Deterministic,Point estimate,49.130434782608695,45.17391304347826,53.565217391304344,-32.69565217391305,-66.54867256637168
Threshold_0.90,equal_month,0,q = 0: Richness,gamma,Gamma,65,65,65,23,Threshold >= 0.90,Deterministic,Point estimate,158,146,171,-93,-58.86075949367089
Threshold_0.90,equal_month,0,q = 0: Richness,beta,Beta,3.955026455026455,3.955026455026455,3.955026455026455,23,Threshold >= 0.90,Deterministic,Point estimate,3.2185688753317576,3.007559591905509,3.4208988009161088,0.7364575796946973,22.881523068813813
Threshold_0.90,equal_month,1,q = 1: Exponential Shannon,alpha,Alpha,4.485246734097785,4.485246734097785,4.485246734097785,23,Threshold >= 0.90,Deterministic,Point estimate,8.795475448530865,8.089267838051015,9.46152788985623,-4.31022871443308,-49.005067885818846
Threshold_0.90,equal_month,1,q = 1: Exponential Shannon,gamma,Gamma,8.591339654993858,8.591339654993858,8.591339654993858,23,Threshold >= 0.90,Deterministic,Point estimate,14.804727208050327,13.551244329964062,15.991237675223896,-6.213387553056469,-41.96894320131634
Threshold_0.90,equal_month,1,q = 1: Exponential Shannon,beta,Beta,1.9154664535354753,1.9154664535354753,1.9154664535354753,23,Threshold >= 0.90,Deterministic,Point estimate,1.6834620768367494,1.6657846292562202,1.7028213091096434,0.23200437669872587,13.781384201696167
Threshold_0.90,equal_month,2,q = 2: Inverse Simpson,alpha,Alpha,2.8591415275843657,2.8591415275843657,2.8591415275843657,23,Threshold >= 0.90,Deterministic,Point estimate,4.711306722583864,4.414582779570715,5.004672524773394,-1.8521651949994986,-39.31319491726276
Threshold_0.90,equal_month,2,q = 2: Inverse Simpson,gamma,Gamma,5.539681166620365,5.539681166620365,5.539681166620365,23,Threshold >= 0.90,Deterministic,Point estimate,8.173918140714456,7.652672076004251,8.709989254362242,-2.6342369740940903,-32.22734713934682
Threshold_0.90,equal_month,2,q = 2: Inverse Simpson,beta,Beta,1.937533036813584,1.937533036813584,1.937533036813584,23,Threshold >= 0.90,Deterministic,Point estimate,1.7333042293693333,1.7104691757222477,1.7610049975805646,0.20422880744425065,11.782629037867153
